marker	value	polarity	item1	item2	item	complexity	Worker_ID	variable
	6.0	Pos	long	short	Long_Short	Nonmorph	12	Pos_Nonmorph_Long_Short
	5.0	Neg	rude	polite	Polite_Rude	Nonmorph	12	Neg_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	12	Pos_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	12	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	12	Pos_boringinteresting
	2.0	Neg	bad	good	Good&Bad	testrating	12	Neg_badgood
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	12	Neg_politeimpolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	12	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	12	Pos_friendlyunfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	12	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	12	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	12	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	12	Alright_testaverage
	4.0	Pos	ok	ok	OkOk	testaverage	12	OkOk_testaverage
	6.0	Neg	uncertain	certain	Certain_Uncertain	Morph	14	Neg_Morph_Certain_Uncertain
	7.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	14	Pos_Morph_Lucky_Unlucky
	7.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	14	Neg_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	14	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	14	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	14	Pos_Morph_Fair_Unfair
	4.0	Pos	polite	impolite	Polite_Impolite	Morph	14	Pos_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	14	Pos_Morph_Possible_Impossible
	7.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	14	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	14	Pos_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	14	Pos_Morph_Useful_Useless
	3.0	Neg	bad	good	Good_Bad	Nonmorph	14	Neg_Nonmorph_Good_Bad
	6.0	Neg	weak	strong	Strong_Weak	Nonmorph	14	Neg_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	14	Pos_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	14	Pos_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	14	Pos_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	14	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	14	Neg_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	14	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	14	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	14	Neg_interestingboring
	1.0	Neg	bad	good	Good&Bad	testrating	14	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	14	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	14	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	14	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	14	Neg_tallshort
	3.0	Pos	average	average	Average	testaverage	14	Average_testaverage
	3.0	Neg	ok	ok	Ok	testaverage	14	Ok_testaverage
	3.0	Neg	alright	alright	Alright	testaverage	14	Alright_testaverage
	3.0	Pos	ok	ok	OkOk	testaverage	14	OkOk_testaverage
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	15	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	15	Neg_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	15	Pos_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	15	Pos_Morph_Happy_Unhappy
	7.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	15	Neg_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	15	Pos_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	15	Neg_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	15	Pos_Morph_Possible_Impossible
	7.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	15	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	15	Neg_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	15	Pos_Morph_Useful_Useless
	7.0	Neg	bad	good	Good_Bad	Nonmorph	15	Neg_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	15	Neg_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	15	Pos_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	15	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	15	Neg_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	15	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	15	Neg_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	15	Pos_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	15	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	15	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	15	Pos_goodbad
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	15	Pos_impolitepolite
vague	1.5	Pos	unfair	fair	Fair&Unfair	testrating	15	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	15	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	15	Neg_tallshort
	4.0	Neg	average	average	Average	testaverage	15	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	15	Ok_testaverage
	4.0	Pos	alright	alright	Alright	testaverage	15	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	15	OkOk_testaverage
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	16	Pos_Morph_Certain_Uncertain
	1.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	16	Pos_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	16	Pos_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	16	Neg_Morph_Happy_Unhappy
	5.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	16	Neg_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	16	Neg_Morph_Fair_Unfair
	6.0	Pos	polite	impolite	Polite_Impolite	Morph	16	Pos_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	16	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	16	Pos_Morph_Satisfactory_Unsatisfactory
	4.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	16	Neg_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	16	Pos_Morph_Useful_Useless
	4.0	Neg	bad	good	Good_Bad	Nonmorph	16	Neg_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	16	Pos_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	16	Neg_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	16	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	16	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	16	Pos_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	16	Pos_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	16	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	16	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	16	Neg_interestingboring
	1.0	Pos	good	bad	Good&Bad	testrating	16	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	16	Neg_politeimpolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	16	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	16	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	16	Neg_tallshort
	4.0	Pos	average	average	Average	testaverage	16	Average_testaverage
	4.0	Neg	ok	ok	Ok	testaverage	16	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	16	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	16	OkOk_testaverage
scale		Neg	uncertain	certain	Certain_Uncertain	Morph	18	Neg_Morph_Certain_Uncertain
	7.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	18	Pos_Morph_Lucky_Unlucky
	5.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	18	Pos_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	18	Pos_Morph_Happy_Unhappy
scale		Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	18	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	18	Pos_Morph_Fair_Unfair
scale		Pos	polite	impolite	Polite_Impolite	Morph	18	Pos_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	18	Pos_Morph_Possible_Impossible
	7.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	18	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	18	Neg_Morph_Friendly_Unfriendly
scale		Neg	useless	useful	Useful_Useless	Morph	18	Neg_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	18	Pos_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	18	Pos_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	18	Neg_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	18	Neg_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	18	Neg_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	18	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	18	Neg_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	18	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	18	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	18	Neg_interestingboring
	1.0	Neg	bad	good	Good&Bad	testrating	18	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	18	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	18	Neg_fairunfair
	1.0	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	18	Neg_unfriendlyfriendly
scale		Pos	short	tall	Tall&Short	testrating	18	Pos_shorttall
	4.0	Pos	average	average	Average	testaverage	18	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	18	Ok_testaverage
	3.0	Pos	alright	alright	Alright	testaverage	18	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	18	OkOk_testaverage
	6.0	Neg	uncertain	certain	Certain_Uncertain	Morph	19	Neg_Morph_Certain_Uncertain
	6.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	19	Neg_Morph_Lucky_Unlucky
	6.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	19	Pos_Morph_Accurate_Inaccurate
	6.0	Neg	unhappy	happy	Happy_Unhappy	Morph	19	Neg_Morph_Happy_Unhappy
	6.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	19	Pos_Morph_Interesting_Uninteresting
	6.0	Pos	fair	unfair	Fair_Unfair	Morph	19	Pos_Morph_Fair_Unfair
	6.0	Pos	polite	impolite	Polite_Impolite	Morph	19	Pos_Morph_Polite_Impolite
	6.0	Pos	possible	impossible	Possible_Impossible	Morph	19	Pos_Morph_Possible_Impossible
	6.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	19	Neg_Morph_Satisfactory_Unsatisfactory
	6.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	19	Neg_Morph_Friendly_Unfriendly
	6.0	Neg	useless	useful	Useful_Useless	Morph	19	Neg_Morph_Useful_Useless
	6.0	Pos	good	bad	Good_Bad	Nonmorph	19	Pos_Nonmorph_Good_Bad
	6.0	Neg	weak	strong	Strong_Weak	Nonmorph	19	Neg_Nonmorph_Strong_Weak
	6.0	Neg	mean	kind	Kind_Mean	Nonmorph	19	Neg_Nonmorph_Kind_Mean
	6.0	Neg	short	tall	Tall_Short	Nonmorph	19	Neg_Nonmorph_Tall_Short
	6.0	Pos	happy	sad	Happy_Sad	Nonmorph	19	Pos_Nonmorph_Happy_Sad
	6.0	Pos	long	short	Long_Short	Nonmorph	19	Pos_Nonmorph_Long_Short
	6.0	Pos	polite	rude	Polite_Rude	Nonmorph	19	Pos_Nonmorph_Polite_Rude
	6.0	Neg	poor	rich	Rich_Poor	Nonmorph	19	Neg_Nonmorph_Rich_Poor
	6.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	19	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	19	Neg_interestingboring
	1.0	Pos	good	bad	Good&Bad	testrating	19	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	19	Neg_politeimpolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	19	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	19	Pos_friendlyunfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	19	Pos_shorttall
	3.0	Pos	average	average	Average	testaverage	19	Average_testaverage
	3.0	Neg	ok	ok	Ok	testaverage	19	Ok_testaverage
	3.0	Neg	alright	alright	Alright	testaverage	19	Alright_testaverage
	3.0	Pos	ok	ok	OkOk	testaverage	19	OkOk_testaverage
	6.0	Neg	uncertain	certain	Certain_Uncertain	Morph	21	Neg_Morph_Certain_Uncertain
	7.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	21	Pos_Morph_Lucky_Unlucky
	6.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	21	Pos_Morph_Accurate_Inaccurate
	4.0	Neg	unhappy	happy	Happy_Unhappy	Morph	21	Neg_Morph_Happy_Unhappy
	4.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	21	Neg_Morph_Interesting_Uninteresting
	4.0	Neg	unfair	fair	Fair_Unfair	Morph	21	Neg_Morph_Fair_Unfair
	5.0	Neg	impolite	polite	Polite_Impolite	Morph	21	Neg_Morph_Polite_Impolite
	6.0	Neg	impossible	possible	Possible_Impossible	Morph	21	Neg_Morph_Possible_Impossible
	6.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	21	Pos_Morph_Satisfactory_Unsatisfactory
	5.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	21	Neg_Morph_Friendly_Unfriendly
	5.0	Neg	useless	useful	Useful_Useless	Morph	21	Neg_Morph_Useful_Useless
	6.0	Pos	good	bad	Good_Bad	Nonmorph	21	Pos_Nonmorph_Good_Bad
	6.0	Pos	strong	weak	Strong_Weak	Nonmorph	21	Pos_Nonmorph_Strong_Weak
	3.0	Pos	kind	mean	Kind_Mean	Nonmorph	21	Pos_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	21	Neg_Nonmorph_Tall_Short
	6.0	Pos	happy	sad	Happy_Sad	Nonmorph	21	Pos_Nonmorph_Happy_Sad
	6.0	Neg	short	long	Long_Short	Nonmorph	21	Neg_Nonmorph_Long_Short
	5.0	Pos	polite	rude	Polite_Rude	Nonmorph	21	Pos_Nonmorph_Polite_Rude
	6.0	Pos	rich	poor	Rich_Poor	Nonmorph	21	Pos_Nonmorph_Rich_Poor
	6.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	21	Pos_Nonmorph_Satisfactory_Frustrating
	2.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	21	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	21	Pos_goodbad
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	21	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	21	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	21	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	21	Neg_tallshort
	4.0	Neg	average	average	Average	testaverage	21	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	21	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	21	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	21	OkOk_testaverage
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	23	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	23	Neg_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	23	Pos_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	23	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	23	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	23	Pos_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	23	Neg_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	23	Neg_Morph_Possible_Impossible
	7.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	23	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	23	Neg_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	23	Pos_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	23	Pos_Nonmorph_Good_Bad
	6.0	Neg	weak	strong	Strong_Weak	Nonmorph	23	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	23	Neg_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	23	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	23	Neg_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	23	Neg_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	23	Pos_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	23	Pos_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	23	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	23	Pos_boringinteresting
	1.0	Neg	bad	good	Good&Bad	testrating	23	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	23	Pos_impolitepolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	23	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	23	Pos_friendlyunfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	23	Pos_shorttall
	4.0	Pos	average	average	Average	testaverage	23	Average_testaverage
	4.0	Neg	ok	ok	Ok	testaverage	23	Ok_testaverage
	4.0	Pos	alright	alright	Alright	testaverage	23	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	23	OkOk_testaverage
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	24	Pos_Morph_Certain_Uncertain
	4.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	24	Pos_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	24	Pos_Morph_Accurate_Inaccurate
	5.0	Neg	unhappy	happy	Happy_Unhappy	Morph	24	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	24	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	24	Pos_Morph_Fair_Unfair
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	24	Pos_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	24	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	24	Pos_Morph_Satisfactory_Unsatisfactory
	6.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	24	Neg_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	24	Neg_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	24	Pos_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	24	Pos_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	24	Pos_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	24	Neg_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	24	Pos_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	24	Pos_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	24	Neg_Nonmorph_Polite_Rude
	6.0	Neg	poor	rich	Rich_Poor	Nonmorph	24	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	24	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	24	Neg_interestingboring
	1.0	Neg	bad	good	Good&Bad	testrating	24	Neg_badgood
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	24	Neg_politeimpolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	24	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	24	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	24	Neg_tallshort
	4.0	Neg	average	average	Average	testaverage	24	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	24	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	24	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	24	OkOk_testaverage
scale		Pos	certain	uncertain	Certain_Uncertain	Morph	26	Pos_Morph_Certain_Uncertain
scale		Pos	lucky	unlucky	Lucky_Unlucky	Morph	26	Pos_Morph_Lucky_Unlucky
scale		Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	26	Pos_Morph_Accurate_Inaccurate
	6.0	Neg	unhappy	happy	Happy_Unhappy	Morph	26	Neg_Morph_Happy_Unhappy
scale		Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	26	Pos_Morph_Interesting_Uninteresting
scale		Pos	fair	unfair	Fair_Unfair	Morph	26	Pos_Morph_Fair_Unfair
scale		Pos	polite	impolite	Polite_Impolite	Morph	26	Pos_Morph_Polite_Impolite
	4.0	Pos	possible	impossible	Possible_Impossible	Morph	26	Pos_Morph_Possible_Impossible
scale		Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	26	Neg_Morph_Satisfactory_Unsatisfactory
scale		Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	26	Neg_Morph_Friendly_Unfriendly
scale		Neg	useless	useful	Useful_Useless	Morph	26	Neg_Morph_Useful_Useless
scale		Neg	bad	good	Good_Bad	Nonmorph	26	Neg_Nonmorph_Good_Bad
scale		Neg	weak	strong	Strong_Weak	Nonmorph	26	Neg_Nonmorph_Strong_Weak
scale		Pos	kind	mean	Kind_Mean	Nonmorph	26	Pos_Nonmorph_Kind_Mean
scale		Pos	tall	short	Tall_Short	Nonmorph	26	Pos_Nonmorph_Tall_Short
scale		Pos	happy	sad	Happy_Sad	Nonmorph	26	Pos_Nonmorph_Happy_Sad
scale		Pos	long	short	Long_Short	Nonmorph	26	Pos_Nonmorph_Long_Short
scale		Neg	rude	polite	Polite_Rude	Nonmorph	26	Neg_Nonmorph_Polite_Rude
scale		Neg	poor	rich	Rich_Poor	Nonmorph	26	Neg_Nonmorph_Rich_Poor
scale		Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	26	Neg_Nonmorph_Satisfactory_Frustrating
	3.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	26	Pos_boringinteresting
	2.0	Neg	bad	good	Good&Bad	testrating	26	Neg_badgood
scale		Neg	polite	impolite	Polite&Impolite	testrating	26	Neg_politeimpolite
scale		Pos	unfair	fair	Fair&Unfair	testrating	26	Pos_unfairfair
	7.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	26	Pos_friendlyunfriendly
	5.0	Neg	tall	short	Tall&Short	testrating	26	Neg_tallshort
	4.0	Neg	average	average	Average	testaverage	26	Average_testaverage
	4.0	Pos	ok	ok	Ok	testaverage	26	Ok_testaverage
	4.0	Neg	alright	alright	Alright	testaverage	26	Alright_testaverage
	4.0	Neg	ok	ok	OkOk	testaverage	26	OkOk_testaverage
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	27	Pos_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	27	Neg_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	27	Pos_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	27	Pos_Morph_Happy_Unhappy
	7.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	27	Neg_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	27	Neg_Morph_Fair_Unfair
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	27	Pos_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	27	Neg_Morph_Possible_Impossible
	7.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	27	Neg_Morph_Satisfactory_Unsatisfactory
