marker	value	polarity 	item1	item2	item	complexity	Worker_ID	variable
vague	6.5	Neg	short	long	Long_Short	Nonmorph	82	Neg_Nonmorph_Long_Short
off	2.5	Pos	polite	rude	Polite_Rude	Nonmorph	82	Pos_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	82	Pos_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	82	Pos_Nonmorph_Satisfactory_Frustrating
vague	1.5	Neg	interesting	boring	Interesting&Uninteresting	testrating	82	Neg_interestingboring
vague	1.5	Pos	good	bad	Good&Bad	testrating	82	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	82	Neg_politeimpolite
vague	1.5	Neg	fair	unfair	Fair&Unfair	testrating	82	Neg_fairunfair
vague	1.5	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	82	Neg_unfriendlyfriendly
vague	1.5	Neg	tall	short	Tall&Short	testrating	82	Neg_tallshort
vague	4.5	Pos	average	average	Average	testaverage	82	Average_testaverage 
vague	3.5	Pos	ok	ok	Ok	testaverage	82	Ok_testaverage 
vague	3.5	Neg	alright	alright	Alright	testaverage	82	Alright_testaverage 
vague	3.5	Pos	ok	ok	OkOk	testaverage	82	OkOk_testaverage 
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	83	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	83	Neg_Morph_Lucky_Unlucky
	7.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	83	Neg_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	83	Neg_Morph_Happy_Unhappy
	1.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	83	Pos_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	83	Neg_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	83	Neg_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	83	Neg_Morph_Possible_Impossible
	6.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	83	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	83	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	83	Neg_Morph_Useful_Useless
	6.0	Pos	good	bad	Good_Bad	Nonmorph	83	Pos_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	83	Neg_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	83	Pos_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	83	Pos_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	83	Pos_Nonmorph_Happy_Sad
off	1.0	Neg	short	long	Long_Short	Nonmorph	83	Neg_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	83	Pos_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	83	Pos_Nonmorph_Rich_Poor
	6.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	83	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	83	Neg_interestingboring
	7.0	Neg	bad	good	Good&Bad	testrating	83	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	83	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	83	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	83	Pos_friendlyunfriendly
	7.0	Pos	short	tall	Tall&Short	testrating	83	Pos_shorttall
	4.0	Pos	average	average	Average	testaverage	83	Average_testaverage 
	4.0	Pos	ok	ok	Ok	testaverage	83	Ok_testaverage 
	4.0	Neg	alright	alright	Alright	testaverage	83	Alright_testaverage 
	4.0	Pos	ok	ok	OkOk	testaverage	83	OkOk_testaverage 
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	84	Pos_Morph_Certain_Uncertain
	7.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	84	Pos_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	84	Pos_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	84	Neg_Morph_Happy_Unhappy
vague	6.5	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	84	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	84	Pos_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	84	Neg_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	84	Neg_Morph_Possible_Impossible
vague	5.5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	84	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	84	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	84	Neg_Morph_Useful_Useless
vague	6.5	Pos	good	bad	Good_Bad	Nonmorph	84	Pos_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	84	Neg_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	84	Pos_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	84	Pos_Nonmorph_Tall_Short
	6	Pos	happy	sad	Happy_Sad	Nonmorph	84	Pos_Nonmorph_Happy_Sad
vague	6.5	Neg	short	long	Long_Short	Nonmorph	84	Neg_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	84	Pos_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	84	Neg_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	84	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	84	Neg_interestingboring
	1.0	Pos	good	bad	Good&Bad	testrating	84	Pos_goodbad
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	84	Pos_impolitepolite
off	7.0	Pos	unfair	fair	Fair&Unfair	testrating	84	Pos_unfairfair
	1.0	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	84	Neg_unfriendlyfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	84	Neg_tallshort
vague	3.5	Neg	average	average	Average	testaverage	84	Average_testaverage 
vague	3.5	Neg	ok	ok	Ok	testaverage	84	Ok_testaverage 
vague	3.5	Pos	alright	alright	Alright	testaverage	84	Alright_testaverage 
vague	3.5	Neg	ok	ok	OkOk	testaverage	84	OkOk_testaverage 
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	85	Pos_Morph_Certain_Uncertain
	6.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	85	Neg_Morph_Lucky_Unlucky
	7.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	85	Pos_Morph_Accurate_Inaccurate
	7.0	Pos	happy	unhappy	Happy_Unhappy	Morph	85	Pos_Morph_Happy_Unhappy
	5.0	Neg	uninteresting	interesting	Interesting_Uninteresting	Morph	85	Neg_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	85	Neg_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	85	Neg_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	85	Pos_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	85	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	85	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	85	Neg_Morph_Useful_Useless
	5.0	Neg	bad	good	Good_Bad	Nonmorph	85	Neg_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	85	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	85	Neg_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	85	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	85	Neg_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	85	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	85	Neg_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	85	Pos_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	85	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	85	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	85	Pos_goodbad
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	85	Pos_impolitepolite
	1.0	Pos	unfair	fair	Fair&Unfair	testrating	85	Pos_unfairfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	85	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	85	Neg_tallshort
	4.0	Pos	average	average	Average	testaverage	85	Average_testaverage 
	4.0	Neg	ok	ok	Ok	testaverage	85	Ok_testaverage 
	4.0	Pos	alright	alright	Alright	testaverage	85	Alright_testaverage 
	4.0	Neg	ok	ok	OkOk	testaverage	85	OkOk_testaverage 
	4.0	Neg	uncertain	certain	Certain_Uncertain	Morph	86	Neg_Morph_Certain_Uncertain
	7.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	86	Pos_Morph_Lucky_Unlucky
off	4.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	86	Pos_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	86	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	86	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	86	Pos_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	86	Neg_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	86	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	86	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	86	Neg_Morph_Friendly_Unfriendly
	7.0	Pos	useful	useless	Useful_Useless	Morph	86	Pos_Morph_Useful_Useless
	6.0	Pos	good	bad	Good_Bad	Nonmorph	86	Pos_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	86	Neg_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	86	Neg_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	86	Neg_Nonmorph_Tall_Short
	7.0	Pos	happy	sad	Happy_Sad	Nonmorph	86	Pos_Nonmorph_Happy_Sad
	7.0	Neg	short	long	Long_Short	Nonmorph	86	Neg_Nonmorph_Long_Short
	7.0	Neg	rude	polite	Polite_Rude	Nonmorph	86	Neg_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	86	Pos_Nonmorph_Rich_Poor
	7.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	86	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	86	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	86	Pos_goodbad
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	86	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	86	Neg_fairunfair
	1.0	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	86	Neg_unfriendlyfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	86	Pos_shorttall
	4.0	Neg	average	average	Average	testaverage	86	Average_testaverage 
	4.0	Pos	ok	ok	Ok	testaverage	86	Ok_testaverage 
	4.0	Neg	alright	alright	Alright	testaverage	86	Alright_testaverage 
	4.0	Pos	ok	ok	OkOk	testaverage	86	OkOk_testaverage 
	7.0	Pos	certain	uncertain	Certain_Uncertain	Morph	87	Pos_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	87	Neg_Morph_Lucky_Unlucky
	5	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	87	Neg_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	87	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	87	Pos_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	87	Neg_Morph_Fair_Unfair
	7.0	Pos	polite	impolite	Polite_Impolite	Morph	87	Pos_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	87	Neg_Morph_Possible_Impossible
	5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	87	Neg_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	87	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	87	Neg_Morph_Useful_Useless
	4	Neg	bad	good	Good_Bad	Nonmorph	87	Neg_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	87	Pos_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	87	Pos_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	87	Neg_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	87	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	87	Pos_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	87	Pos_Nonmorph_Polite_Rude
	7.0	Pos	rich	poor	Rich_Poor	Nonmorph	87	Pos_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	87	Pos_Nonmorph_Satisfactory_Frustrating
	1	Neg	interesting	boring	Interesting&Uninteresting	testrating	87	Neg_interestingboring
	1.0	Pos	good	bad	Good&Bad	testrating	87	Pos_goodbad
	1	Neg	polite	impolite	Polite&Impolite	testrating	87	Neg_politeimpolite
	1	Neg	fair	unfair	Fair&Unfair	testrating	87	Neg_fairunfair
	1	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	87	Pos_friendlyunfriendly
	1	Neg	tall	short	Tall&Short	testrating	87	Neg_tallshort
	4	Neg	average	average	Average	testaverage	87	Average_testaverage 
	4	Pos	ok	ok	Ok	testaverage	87	Ok_testaverage 
	4	Pos	alright	alright	Alright	testaverage	87	Alright_testaverage 
	4	Pos	ok	ok	OkOk	testaverage	87	OkOk_testaverage 
	5.0	Pos	certain	uncertain	Certain_Uncertain	Morph	88	Pos_Morph_Certain_Uncertain
vague	6.5	Neg	unlucky	lucky	Lucky_Unlucky	Morph	88	Neg_Morph_Lucky_Unlucky
vague	4.5	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	88	Neg_Morph_Accurate_Inaccurate
vague	6.5	Pos	happy	unhappy	Happy_Unhappy	Morph	88	Pos_Morph_Happy_Unhappy
vague	6.5	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	88	Pos_Morph_Interesting_Uninteresting
vague	4.5	Neg	unfair	fair	Fair_Unfair	Morph	88	Neg_Morph_Fair_Unfair
vague	6.5	Pos	polite	impolite	Polite_Impolite	Morph	88	Pos_Morph_Polite_Impolite
vague	5.5	Neg	impossible	possible	Possible_Impossible	Morph	88	Neg_Morph_Possible_Impossible
vague	5.5	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	88	Neg_Morph_Satisfactory_Unsatisfactory
vague	6.5	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	88	Pos_Morph_Friendly_Unfriendly
vague	5.5	Neg	useless	useful	Useful_Useless	Morph	88	Neg_Morph_Useful_Useless
vague	4.5	Neg	bad	good	Good_Bad	Nonmorph	88	Neg_Nonmorph_Good_Bad
vague	6.5	Neg	weak	strong	Strong_Weak	Nonmorph	88	Neg_Nonmorph_Strong_Weak
vague	6.5	Pos	kind	mean	Kind_Mean	Nonmorph	88	Pos_Nonmorph_Kind_Mean
vague	6.5	Pos	tall	short	Tall_Short	Nonmorph	88	Pos_Nonmorph_Tall_Short
vague	6.5	Pos	happy	sad	Happy_Sad	Nonmorph	88	Pos_Nonmorph_Happy_Sad
vague	6.5	Pos	long	short	Long_Short	Nonmorph	88	Pos_Nonmorph_Long_Short
vague	5.5	Neg	rude	polite	Polite_Rude	Nonmorph	88	Neg_Nonmorph_Polite_Rude
vague	5.5	Neg	poor	rich	Rich_Poor	Nonmorph	88	Neg_Nonmorph_Rich_Poor
vague	6.5	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	88	Neg_Nonmorph_Satisfactory_Frustrating
vague	1.5	Neg	interesting	boring	Interesting&Uninteresting	testrating	88	Neg_interestingboring
vague	1.0	Neg	bad	good	Good&Bad	testrating	88	Neg_badgood
off	6.0	Pos	impolite	polite	Polite&Impolite	testrating	88	Pos_impolitepolite
vague	1.5	Neg	fair	unfair	Fair&Unfair	testrating	88	Neg_fairunfair
vague	1.5	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	88	Pos_friendlyunfriendly
vague	1.5	Neg	tall	short	Tall&Short	testrating	88	Neg_tallshort
vague	3.5	Pos	average	average	Average	testaverage	88	Average_testaverage 
vague	3.5	Pos	ok	ok	Ok	testaverage	88	Ok_testaverage 
vague	3.5	Pos	alright	alright	Alright	testaverage	88	Alright_testaverage 
vague	3.5	Pos	ok	ok	OkOk	testaverage	88	OkOk_testaverage 
	6.0	Neg	uncertain	certain	Certain_Uncertain	Morph	89	Neg_Morph_Certain_Uncertain
	6.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	89	Pos_Morph_Lucky_Unlucky
	6.0	Pos	accurate	inaccurate	Accurate_Inaccurate	Morph	89	Pos_Morph_Accurate_Inaccurate
	6.0	Pos	happy	unhappy	Happy_Unhappy	Morph	89	Pos_Morph_Happy_Unhappy
	6.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	89	Pos_Morph_Interesting_Uninteresting
	6.0	Neg	unfair	fair	Fair_Unfair	Morph	89	Neg_Morph_Fair_Unfair
	6.0	Pos	polite	impolite	Polite_Impolite	Morph	89	Pos_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	89	Pos_Morph_Possible_Impossible
	6.0	Neg	unsatisfactory	satisfactory	Satisfactory_Unsatisfactory	Morph	89	Neg_Morph_Satisfactory_Unsatisfactory
	6.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	89	Neg_Morph_Friendly_Unfriendly
	6.0	Neg	useless	useful	Useful_Useless	Morph	89	Neg_Morph_Useful_Useless
	6.0	Pos	good	bad	Good_Bad	Nonmorph	89	Pos_Nonmorph_Good_Bad
	6.0	Neg	weak	strong	Strong_Weak	Nonmorph	89	Neg_Nonmorph_Strong_Weak
	6.0	Pos	kind	mean	Kind_Mean	Nonmorph	89	Pos_Nonmorph_Kind_Mean
	6.0	Pos	tall	short	Tall_Short	Nonmorph	89	Pos_Nonmorph_Tall_Short
	6.0	Neg	sad	happy	Happy_Sad	Nonmorph	89	Neg_Nonmorph_Happy_Sad
	6.0	Neg	short	long	Long_Short	Nonmorph	89	Neg_Nonmorph_Long_Short
	6.0	Pos	polite	rude	Polite_Rude	Nonmorph	89	Pos_Nonmorph_Polite_Rude
	5.0	Pos	rich	poor	Rich_Poor	Nonmorph	89	Pos_Nonmorph_Rich_Poor
	6.0	Neg	frustrating	satisfactory	Satisfactory_Frustrating	Nonmorph	89	Neg_Nonmorph_Satisfactory_Frustrating
	1.0	Neg	interesting	boring	Interesting&Uninteresting	testrating	89	Neg_interestingboring
	1.0	Pos	good	bad	Good&Bad	testrating	89	Pos_goodbad
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	89	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	89	Neg_fairunfair
	2.0	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	89	Neg_unfriendlyfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	89	Neg_tallshort
	4.0	Pos	average	average	Average	testaverage	89	Average_testaverage 
	4.0	Neg	ok	ok	Ok	testaverage	89	Ok_testaverage 
	4.0	Pos	alright	alright	Alright	testaverage	89	Alright_testaverage 
	4.0	Neg	ok	ok	OkOk	testaverage	89	OkOk_testaverage 
	6.0	Neg	uncertain	certain	Certain_Uncertain	Morph	90	Neg_Morph_Certain_Uncertain
	6.0	Pos	lucky	unlucky	Lucky_Unlucky	Morph	90	Pos_Morph_Lucky_Unlucky
	7.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	90	Neg_Morph_Accurate_Inaccurate
	6.0	Neg	unhappy	happy	Happy_Unhappy	Morph	90	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	90	Pos_Morph_Interesting_Uninteresting
	7.0	Pos	fair	unfair	Fair_Unfair	Morph	90	Pos_Morph_Fair_Unfair
	6.0	Neg	impolite	polite	Polite_Impolite	Morph	90	Neg_Morph_Polite_Impolite
	7.0	Pos	possible	impossible	Possible_Impossible	Morph	90	Pos_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	90	Pos_Morph_Satisfactory_Unsatisfactory
	6.0	Neg	unfriendly	friendly	Friendly_Unfriendly	Morph	90	Neg_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	90	Neg_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	90	Pos_Nonmorph_Good_Bad
	7.0	Neg	weak	strong	Strong_Weak	Nonmorph	90	Neg_Nonmorph_Strong_Weak
	7.0	Pos	kind	mean	Kind_Mean	Nonmorph	90	Pos_Nonmorph_Kind_Mean
	7.0	Neg	short	tall	Tall_Short	Nonmorph	90	Neg_Nonmorph_Tall_Short
	6.0	Neg	sad	happy	Happy_Sad	Nonmorph	90	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	90	Pos_Nonmorph_Long_Short
	6.0	Neg	rude	polite	Polite_Rude	Nonmorph	90	Neg_Nonmorph_Polite_Rude
	6.0	Pos	rich	poor	Rich_Poor	Nonmorph	90	Pos_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	90	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	90	Pos_boringinteresting
	1.0	Neg	bad	good	Good&Bad	testrating	90	Neg_badgood
	1.0	Pos	impolite	polite	Polite&Impolite	testrating	90	Pos_impolitepolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	90	Neg_fairunfair
	1.0	Neg	unfriendly	friendly	Friendly&Unfriendly	testrating	90	Neg_unfriendlyfriendly
	1.0	Pos	short	tall	Tall&Short	testrating	90	Pos_shorttall
	4.0	Pos	average	average	Average	testaverage	90	Average_testaverage 
	4.0	Neg	ok	ok	Ok	testaverage	90	Ok_testaverage 
	4.0	Neg	alright	alright	Alright	testaverage	90	Alright_testaverage 
	4.0	Pos	ok	ok	OkOk	testaverage	90	OkOk_testaverage 
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	91	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	91	Neg_Morph_Lucky_Unlucky
	7.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	91	Neg_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	91	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	91	Pos_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	91	Neg_Morph_Fair_Unfair
	7.0	Neg	impolite	polite	Polite_Impolite	Morph	91	Neg_Morph_Polite_Impolite
	7.0	Neg	impossible	possible	Possible_Impossible	Morph	91	Neg_Morph_Possible_Impossible
	7.0	Pos	satisfactory	unsatisfactory	Satisfactory_Unsatisfactory	Morph	91	Pos_Morph_Satisfactory_Unsatisfactory
	7.0	Pos	friendly	unfriendly	Friendly_Unfriendly	Morph	91	Pos_Morph_Friendly_Unfriendly
	7.0	Neg	useless	useful	Useful_Useless	Morph	91	Neg_Morph_Useful_Useless
	7.0	Pos	good	bad	Good_Bad	Nonmorph	91	Pos_Nonmorph_Good_Bad
	7.0	Pos	strong	weak	Strong_Weak	Nonmorph	91	Pos_Nonmorph_Strong_Weak
	7.0	Neg	mean	kind	Kind_Mean	Nonmorph	91	Neg_Nonmorph_Kind_Mean
	7.0	Pos	tall	short	Tall_Short	Nonmorph	91	Pos_Nonmorph_Tall_Short
	7.0	Neg	sad	happy	Happy_Sad	Nonmorph	91	Neg_Nonmorph_Happy_Sad
	7.0	Pos	long	short	Long_Short	Nonmorph	91	Pos_Nonmorph_Long_Short
	7.0	Pos	polite	rude	Polite_Rude	Nonmorph	91	Pos_Nonmorph_Polite_Rude
	7.0	Neg	poor	rich	Rich_Poor	Nonmorph	91	Neg_Nonmorph_Rich_Poor
	7.0	Pos	satisfactory	frustrating	Satisfactory_Frustrating	Nonmorph	91	Pos_Nonmorph_Satisfactory_Frustrating
	1.0	Pos	boring	interesting	Interesting&Uninteresting	testrating	91	Pos_boringinteresting
	1.0	Pos	good	bad	Good&Bad	testrating	91	Pos_goodbad
	1.0	Neg	polite	impolite	Polite&Impolite	testrating	91	Neg_politeimpolite
	1.0	Neg	fair	unfair	Fair&Unfair	testrating	91	Neg_fairunfair
	1.0	Pos	friendly	unfriendly	Friendly&Unfriendly	testrating	91	Pos_friendlyunfriendly
	1.0	Neg	tall	short	Tall&Short	testrating	91	Neg_tallshort
	4.0	Pos	average	average	Average	testaverage	91	Average_testaverage 
	4.0	Pos	ok	ok	Ok	testaverage	91	Ok_testaverage 
	4.0	Pos	alright	alright	Alright	testaverage	91	Alright_testaverage 
	4.0	Neg	ok	ok	OkOk	testaverage	91	OkOk_testaverage 
	7.0	Neg	uncertain	certain	Certain_Uncertain	Morph	92	Neg_Morph_Certain_Uncertain
	7.0	Neg	unlucky	lucky	Lucky_Unlucky	Morph	92	Neg_Morph_Lucky_Unlucky
off	4.0	Neg	inaccurate	accurate	Accurate_Inaccurate	Morph	92	Neg_Morph_Accurate_Inaccurate
	7.0	Neg	unhappy	happy	Happy_Unhappy	Morph	92	Neg_Morph_Happy_Unhappy
	7.0	Pos	interesting	uninteresting	Interesting_Uninteresting	Morph	92	Pos_Morph_Interesting_Uninteresting
	7.0	Neg	unfair	fair	Fair_Unfair	Morph	92	Neg_Morph_Fair_Unfair
