Worker_ID	Gender	Education	Lang	Age	variable	value	polarity	complexity	item1	item2	list	item
A2BZY	Male	High School Graduate	English	31	Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Good	Bad	a	Good_Bad
A30UE	Female	Associates degree	english	31	Neg_Nonmorph_Good_Bad	4	Neg	Nonmorph	Good	Bad	a	Good_Bad
A2Q4Z	Male	Bachelors degree	English	35	Neg_Nonmorph_Good_Bad	5	Neg	Nonmorph	Good	Bad	a	Good_Bad
A2915	Male	Bachelors degree	American	28	Neg_Nonmorph_Good_Bad	7	Neg	Nonmorph	Good	Bad	a	Good_Bad
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2EI0	Male	High School Graduate	English	42	Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A3DHA	Male	High School Graduate	English	23	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A1XKL	Male	Some college, no degree	English	31	Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2C73	Male	High School Graduate	english	28	Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
AHYTT	Female	Bachelors degree	english	37	Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A53WV	Male	Some High School	english	26	Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A27VF	Female	High School Graduate	English	48	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A1PMJ	Male	Bachelors degree	english	28	Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
AV5FC	Male	Some college, no degree	English	45	Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2WHC	Female	Bachelors degree	English	53	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2ZDX	Male	Bachelors degree	English	30	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A3MFK	Male	Bachelors degree	English	36	Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A3QSJ	Female	Some college, no degree	English	37	Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2YGO	Male	Some college, no degree	english	38	Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A25FH	Female	Associates degree	english	53	Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A190P	Female	Some college, no degree	English	28	Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A1GF9	Female	Bachelors degree	english	26	Neg_Nonmorph_Kind_Mean	4	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A3OZ8	Male	Some college, no degree	English	54	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A1OIH	Male	Bachelors degree	English	27	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A3ARC	Male	Bachelors degree	E	40	Neg_Nonmorph_Kind_Mean	NA	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
AWVL6	Female	Bachelors degree	English	29	Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2O7L	Male	High School Graduate	English	49	Neg_Nonmorph_Kind_Mean	6	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2BZY	Male	High School Graduate	English	31	Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A30UE	Female	Associates degree	english	31	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2Q4Z	Male	Bachelors degree	English	35	Neg_Nonmorph_Kind_Mean	5	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A2915	Male	Bachelors degree	American	28	Neg_Nonmorph_Kind_Mean	7	Neg	Nonmorph	Kind	Mean	a	Kind_Mean
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2EI0	Male	High School Graduate	English	42	Neg_Nonmorph_Strong_Weak	4	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A3DHA	Male	High School Graduate	English	23	Neg_Nonmorph_Strong_Weak	5	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A1XKL	Male	Some college, no degree	English	31	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2C73	Male	High School Graduate	english	28	Neg_Nonmorph_Strong_Weak	4	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
AHYTT	Female	Bachelors degree	english	37	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A53WV	Male	Some High School	english	26	Neg_Nonmorph_Strong_Weak	4	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A27VF	Female	High School Graduate	English	48	Neg_Nonmorph_Strong_Weak	5	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A1PMJ	Male	Bachelors degree	english	28	Neg_Nonmorph_Strong_Weak	5	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
AV5FC	Male	Some college, no degree	English	45	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2WHC	Female	Bachelors degree	English	53	Neg_Nonmorph_Strong_Weak	6	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2ZDX	Male	Bachelors degree	English	30	Neg_Nonmorph_Strong_Weak	5	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A3MFK	Male	Bachelors degree	English	36	Neg_Nonmorph_Strong_Weak	4	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A3QSJ	Female	Some college, no degree	English	37	Neg_Nonmorph_Strong_Weak	6	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2YGO	Male	Some college, no degree	english	38	Neg_Nonmorph_Strong_Weak	4	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A25FH	Female	Associates degree	english	53	Neg_Nonmorph_Strong_Weak	4	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A190P	Female	Some college, no degree	English	28	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A1GF9	Female	Bachelors degree	english	26	Neg_Nonmorph_Strong_Weak	1	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A3OZ8	Male	Some college, no degree	English	54	Neg_Nonmorph_Strong_Weak	6	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A1OIH	Male	Bachelors degree	English	27	Neg_Nonmorph_Strong_Weak	5	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A3ARC	Male	Bachelors degree	E	40	Neg_Nonmorph_Strong_Weak	NA	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
AWVL6	Female	Bachelors degree	English	29	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2O7L	Male	High School Graduate	English	49	Neg_Nonmorph_Strong_Weak	6	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2BZY	Male	High School Graduate	English	31	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A30UE	Female	Associates degree	english	31	Neg_Nonmorph_Strong_Weak	5	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2Q4Z	Male	Bachelors degree	English	35	Neg_Nonmorph_Strong_Weak	6	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A2915	Male	Bachelors degree	American	28	Neg_Nonmorph_Strong_Weak	7	Neg	Nonmorph	Strong	Weak	a	Strong_Weak
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2EI0	Male	High School Graduate	English	42	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
A3DHA	Male	High School Graduate	English	23	Neg_Nonmorph_Tall_Short	6	Neg	Nonmorph	Tall	Short	a	Tall_Short
A1XKL	Male	Some college, no degree	English	31	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2C73	Male	High School Graduate	english	28	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
AHYTT	Female	Bachelors degree	english	37	Neg_Nonmorph_Tall_Short	6	Neg	Nonmorph	Tall	Short	a	Tall_Short
A53WV	Male	Some High School	english	26	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
A27VF	Female	High School Graduate	English	48	Neg_Nonmorph_Tall_Short	5	Neg	Nonmorph	Tall	Short	a	Tall_Short
A1PMJ	Male	Bachelors degree	english	28	Neg_Nonmorph_Tall_Short	6	Neg	Nonmorph	Tall	Short	a	Tall_Short
AV5FC	Male	Some college, no degree	English	45	Neg_Nonmorph_Tall_Short	5	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2WHC	Female	Bachelors degree	English	53	Neg_Nonmorph_Tall_Short	6	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2ZDX	Male	Bachelors degree	English	30	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
A3MFK	Male	Bachelors degree	English	36	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A3QSJ	Female	Some college, no degree	English	37	Neg_Nonmorph_Tall_Short	6	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2YGO	Male	Some college, no degree	english	38	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
A25FH	Female	Associates degree	english	53	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A190P	Female	Some college, no degree	English	28	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A1GF9	Female	Bachelors degree	english	26	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
A3OZ8	Male	Some college, no degree	English	54	Neg_Nonmorph_Tall_Short	5	Neg	Nonmorph	Tall	Short	a	Tall_Short
A1OIH	Male	Bachelors degree	English	27	Neg_Nonmorph_Tall_Short	5	Neg	Nonmorph	Tall	Short	a	Tall_Short
A3ARC	Male	Bachelors degree	E	40	Neg_Nonmorph_Tall_Short	NA	Neg	Nonmorph	Tall	Short	a	Tall_Short
AWVL6	Female	Bachelors degree	English	29	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2O7L	Male	High School Graduate	English	49	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2BZY	Male	High School Graduate	English	31	Neg_Nonmorph_Tall_Short	7	Neg	Nonmorph	Tall	Short	a	Tall_Short
A30UE	Female	Associates degree	english	31	Neg_Nonmorph_Tall_Short	4	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2Q4Z	Male	Bachelors degree	English	35	Neg_Nonmorph_Tall_Short	6	Neg	Nonmorph	Tall	Short	a	Tall_Short
A2915	Male	Bachelors degree	American	28	Neg_Nonmorph_Tall_Short	6	Neg	Nonmorph	Tall	Short	a	Tall_Short
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2EI0	Male	High School Graduate	English	42	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A3DHA	Male	High School Graduate	English	23	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A1XKL	Male	Some college, no degree	English	31	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2C73	Male	High School Graduate	english	28	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
AHYTT	Female	Bachelors degree	english	37	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A53WV	Male	Some High School	english	26	Pos_Morph_Fair_Unfair	4	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A27VF	Female	High School Graduate	English	48	Pos_Morph_Fair_Unfair	6	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A1PMJ	Male	Bachelors degree	english	28	Pos_Morph_Fair_Unfair	6	Pos	Morph	Fair	Unfair	a	Fair_Unfair
AV5FC	Male	Some college, no degree	English	45	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2WHC	Female	Bachelors degree	English	53	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2ZDX	Male	Bachelors degree	English	30	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A3MFK	Male	Bachelors degree	English	36	Pos_Morph_Fair_Unfair	6	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A3QSJ	Female	Some college, no degree	English	37	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2YGO	Male	Some college, no degree	english	38	Pos_Morph_Fair_Unfair	6	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A25FH	Female	Associates degree	english	53	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A190P	Female	Some college, no degree	English	28	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A1GF9	Female	Bachelors degree	english	26	Pos_Morph_Fair_Unfair	4	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A3OZ8	Male	Some college, no degree	English	54	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A1OIH	Male	Bachelors degree	English	27	Pos_Morph_Fair_Unfair	5	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A3ARC	Male	Bachelors degree	E	40	Pos_Morph_Fair_Unfair	NA	Pos	Morph	Fair	Unfair	a	Fair_Unfair
AWVL6	Female	Bachelors degree	English	29	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2O7L	Male	High School Graduate	English	49	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2BZY	Male	High School Graduate	English	31	Pos_Morph_Fair_Unfair	7	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A30UE	Female	Associates degree	english	31	Pos_Morph_Fair_Unfair	1	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2Q4Z	Male	Bachelors degree	English	35	Pos_Morph_Fair_Unfair	6	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A2915	Male	Bachelors degree	American	28	Pos_Morph_Fair_Unfair	6	Pos	Morph	Fair	Unfair	a	Fair_Unfair
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2EI0	Male	High School Graduate	English	42	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A3DHA	Male	High School Graduate	English	23	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A1XKL	Male	Some college, no degree	English	31	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2C73	Male	High School Graduate	english	28	Pos_Morph_Friendly_Unfriendly	4	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
AHYTT	Female	Bachelors degree	english	37	Pos_Morph_Friendly_Unfriendly	6	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A53WV	Male	Some High School	english	26	Pos_Morph_Friendly_Unfriendly	4	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A27VF	Female	High School Graduate	English	48	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A1PMJ	Male	Bachelors degree	english	28	Pos_Morph_Friendly_Unfriendly	3	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
AV5FC	Male	Some college, no degree	English	45	Pos_Morph_Friendly_Unfriendly	5	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2WHC	Female	Bachelors degree	English	53	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2ZDX	Male	Bachelors degree	English	30	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A3MFK	Male	Bachelors degree	English	36	Pos_Morph_Friendly_Unfriendly	4	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A3QSJ	Female	Some college, no degree	English	37	Pos_Morph_Friendly_Unfriendly	6	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2YGO	Male	Some college, no degree	english	38	Pos_Morph_Friendly_Unfriendly	5	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A25FH	Female	Associates degree	english	53	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A190P	Female	Some college, no degree	English	28	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A1GF9	Female	Bachelors degree	english	26	Pos_Morph_Friendly_Unfriendly	4	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A3OZ8	Male	Some college, no degree	English	54	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A1OIH	Male	Bachelors degree	English	27	Pos_Morph_Friendly_Unfriendly	4	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A3ARC	Male	Bachelors degree	E	40	Pos_Morph_Friendly_Unfriendly	NA	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
AWVL6	Female	Bachelors degree	English	29	Pos_Morph_Friendly_Unfriendly	6	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2O7L	Male	High School Graduate	English	49	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2BZY	Male	High School Graduate	English	31	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A30UE	Female	Associates degree	english	31	Pos_Morph_Friendly_Unfriendly	1	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2Q4Z	Male	Bachelors degree	English	35	Pos_Morph_Friendly_Unfriendly	5	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A2915	Male	Bachelors degree	American	28	Pos_Morph_Friendly_Unfriendly	7	Pos	Morph	Friendly	Unfriendly	a	Friendly_Unfriendly
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2EI0	Male	High School Graduate	English	42	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A3DHA	Male	High School Graduate	English	23	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A1XKL	Male	Some college, no degree	English	31	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2C73	Male	High School Graduate	english	28	Pos_Morph_Polite_Impolite	4	Pos	Morph	Polite	Impolite	a	Polite_Impolite
AHYTT	Female	Bachelors degree	english	37	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A53WV	Male	Some High School	english	26	Pos_Morph_Polite_Impolite	5	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A27VF	Female	High School Graduate	English	48	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A1PMJ	Male	Bachelors degree	english	28	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
AV5FC	Male	Some college, no degree	English	45	Pos_Morph_Polite_Impolite	5	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2WHC	Female	Bachelors degree	English	53	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2ZDX	Male	Bachelors degree	English	30	Pos_Morph_Polite_Impolite	5	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A3MFK	Male	Bachelors degree	English	36	Pos_Morph_Polite_Impolite	5	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A3QSJ	Female	Some college, no degree	English	37	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2YGO	Male	Some college, no degree	english	38	Pos_Morph_Polite_Impolite	5	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A25FH	Female	Associates degree	english	53	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A190P	Female	Some college, no degree	English	28	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A1GF9	Female	Bachelors degree	english	26	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A3OZ8	Male	Some college, no degree	English	54	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A1OIH	Male	Bachelors degree	English	27	Pos_Morph_Polite_Impolite	3	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A3ARC	Male	Bachelors degree	E	40	Pos_Morph_Polite_Impolite	NA	Pos	Morph	Polite	Impolite	a	Polite_Impolite
AWVL6	Female	Bachelors degree	English	29	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2O7L	Male	High School Graduate	English	49	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2BZY	Male	High School Graduate	English	31	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A30UE	Female	Associates degree	english	31	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2Q4Z	Male	Bachelors degree	English	35	Pos_Morph_Polite_Impolite	7	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A2915	Male	Bachelors degree	American	28	Pos_Morph_Polite_Impolite	6	Pos	Morph	Polite	Impolite	a	Polite_Impolite
A38RH	Female	Graduate degree (Masters, Doctorate, etc.)	english	30	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2EI0	Male	High School Graduate	English	42	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A3DHA	Male	High School Graduate	English	23	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A1XKL	Male	Some college, no degree	English	31	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2C73	Male	High School Graduate	english	28	Pos_Morph_Possible_Impossible	4	Pos	Morph	Possible	Impossible	a	Possible_Impossible
AHYTT	Female	Bachelors degree	english	37	Pos_Morph_Possible_Impossible	6	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A53WV	Male	Some High School	english	26	Pos_Morph_Possible_Impossible	4	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A27VF	Female	High School Graduate	English	48	Pos_Morph_Possible_Impossible	6	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A1PMJ	Male	Bachelors degree	english	28	Pos_Morph_Possible_Impossible	3	Pos	Morph	Possible	Impossible	a	Possible_Impossible
AV5FC	Male	Some college, no degree	English	45	Pos_Morph_Possible_Impossible	5	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2WHC	Female	Bachelors degree	English	53	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2ZDX	Male	Bachelors degree	English	30	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A3MFK	Male	Bachelors degree	English	36	Pos_Morph_Possible_Impossible	4	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A3QSJ	Female	Some college, no degree	English	37	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2YGO	Male	Some college, no degree	english	38	Pos_Morph_Possible_Impossible	6	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A25FH	Female	Associates degree	english	53	Pos_Morph_Possible_Impossible	4	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A32LH	Female	Graduate degree (Masters, Doctorate, etc.)	English	30	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A190P	Female	Some college, no degree	English	28	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A1GF9	Female	Bachelors degree	english	26	Pos_Morph_Possible_Impossible	1	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A3OZ8	Male	Some college, no degree	English	54	Pos_Morph_Possible_Impossible	6	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A1OIH	Male	Bachelors degree	English	27	Pos_Morph_Possible_Impossible	3	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A3ARC	Male	Bachelors degree	E	40	Pos_Morph_Possible_Impossible	NA	Pos	Morph	Possible	Impossible	a	Possible_Impossible
AWVL6	Female	Bachelors degree	English	29	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2O7L	Male	High School Graduate	English	49	Pos_Morph_Possible_Impossible	7	Pos	Morph	Possible	Impossible	a	Possible_Impossible
A2BZY	Male	High School Graduate	English	31	Pos_Morph_Possible_Impossible	6	Pos	Morph	Possible	Impossible	a	Possible_Impossible
